ENSMUSG00000064341	ENSHGLG00000000006
ENSMUSG00000000889	ENSHGLG00000012166
ENSMUSG00000029817	ENSHGLG00000012168
ENSMUSG00000030161	ENSHGLG00000012169
ENSMUSG00000033157	ENSHGLG00000012170
ENSMUSG00000044496	ENSHGLG00000012171
ENSMUSG00000001494	ENSHGLG00000012172
ENSMUSG00000042073	ENSHGLG00000012174
ENSMUSG00000039661	ENSHGLG00000012175
ENSMUSG00000024979	ENSHGLG00000012176
ENSMUSG00000037295	ENSHGLG00000012177
ENSMUSG00000027831	ENSHGLG00000012178
ENSMUSG00000028854	ENSHGLG00000012180
ENSMUSG00000002846	ENSHGLG00000012181
ENSMUSG00000032744	ENSHGLG00000012182
ENSMUSG00000025082	ENSHGLG00000012184
ENSMUSG00000050608	ENSHGLG00000012185
ENSMUSG00000024409	ENSHGLG00000012187
ENSMUSG00000015484	ENSHGLG00000012188
ENSMUSG00000019998	ENSHGLG00000012189
ENSMUSG00000024842	ENSHGLG00000012191
ENSMUSG00000036223	ENSHGLG00000012193
ENSMUSG00000030865	ENSHGLG00000012194
ENSMUSG00000006442	ENSHGLG00000012195
ENSMUSG00000032965	ENSHGLG00000012196
ENSMUSG00000039747	ENSHGLG00000012197
ENSMUSG00000042599	ENSHGLG00000012198
ENSMUSG00000055632	ENSHGLG00000012200
ENSMUSG00000055850	ENSHGLG00000012201
ENSMUSG00000079554	ENSHGLG00000012205
ENSMUSG00000030830	ENSHGLG00000012206
ENSMUSG00000070939	ENSHGLG00000012207
ENSMUSG00000023723	ENSHGLG00000012208
ENSMUSG00000024381	ENSHGLG00000012209
ENSMUSG00000024228	ENSHGLG00000012210
ENSMUSG00000024391	ENSHGLG00000012211
ENSMUSG00000026815	ENSHGLG00000012212
ENSMUSG00000040007	ENSHGLG00000012213
ENSMUSG00000000489	ENSHGLG00000012214
ENSMUSG00000001444	ENSHGLG00000012216
ENSMUSG00000037600	ENSHGLG00000012217
ENSMUSG00000030532	ENSHGLG00000012218
ENSMUSG00000025646	ENSHGLG00000012219
ENSMUSG00000030428	ENSHGLG00000012220
ENSMUSG00000021803	ENSHGLG00000012222
ENSMUSG00000014786	ENSHGLG00000012224
ENSMUSG00000049327	ENSHGLG00000012225
ENSMUSG00000037443	ENSHGLG00000012227
ENSMUSG00000020522	ENSHGLG00000012228
ENSMUSG00000048782	ENSHGLG00000012231
ENSMUSG00000069072	ENSHGLG00000012232
ENSMUSG00000007030	ENSHGLG00000012234
ENSMUSG00000020926	ENSHGLG00000012235
ENSMUSG00000023104	ENSHGLG00000012236
ENSMUSG00000025184	ENSHGLG00000012238
ENSMUSG00000001506	ENSHGLG00000012240
ENSMUSG00000024773	ENSHGLG00000012242
ENSMUSG00000036322	ENSHGLG00000012243
ENSMUSG00000020793	ENSHGLG00000012244
ENSMUSG00000032735	ENSHGLG00000012245
ENSMUSG00000026755	ENSHGLG00000012246
ENSMUSG00000018765	ENSHGLG00000012247
ENSMUSG00000030781	ENSHGLG00000012248
ENSMUSG00000015837	ENSHGLG00000012249
ENSMUSG00000030769	ENSHGLG00000012250
ENSMUSG00000022095	ENSHGLG00000012251
ENSMUSG00000020930	ENSHGLG00000012252
ENSMUSG00000020889	ENSHGLG00000012254
ENSMUSG00000032609	ENSHGLG00000012255
ENSMUSG00000021062	ENSHGLG00000012256
ENSMUSG00000028848	ENSHGLG00000012257
ENSMUSG00000049076	ENSHGLG00000012258
ENSMUSG00000074577	ENSHGLG00000012260
ENSMUSG00000022390	ENSHGLG00000012263
ENSMUSG00000060572	ENSHGLG00000012264
ENSMUSG00000019762	ENSHGLG00000012265
ENSMUSG00000032936	ENSHGLG00000012266
ENSMUSG00000026849	ENSHGLG00000012267
ENSMUSG00000061894	ENSHGLG00000012268
ENSMUSG00000037805	ENSHGLG00000012269
ENSMUSG00000056481	ENSHGLG00000012270
ENSMUSG00000025380	ENSHGLG00000012271
ENSMUSG00000039678	ENSHGLG00000012272
ENSMUSG00000031897	ENSHGLG00000012273
ENSMUSG00000037780	ENSHGLG00000012274
ENSMUSG00000027349	ENSHGLG00000012275
ENSMUSG00000063605	ENSHGLG00000012276
ENSMUSG00000032528	ENSHGLG00000012277
ENSMUSG00000054792	ENSHGLG00000012278
ENSMUSG00000031893	ENSHGLG00000012279
ENSMUSG00000027002	ENSHGLG00000012280
ENSMUSG00000031750	ENSHGLG00000012281
ENSMUSG00000020706	ENSHGLG00000012282
ENSMUSG00000018381	ENSHGLG00000012283
ENSMUSG00000071253	ENSHGLG00000012284
ENSMUSG00000026644	ENSHGLG00000012285
ENSMUSG00000026605	ENSHGLG00000012286
ENSMUSG00000022847	ENSHGLG00000012287
ENSMUSG00000021810	ENSHGLG00000012289
ENSMUSG00000030276	ENSHGLG00000012292
ENSMUSG00000051236	ENSHGLG00000012293
ENSMUSG00000027401	ENSHGLG00000012294
ENSMUSG00000038280	ENSHGLG00000012295
ENSMUSG00000032577	ENSHGLG00000012299
ENSMUSG00000023781	ENSHGLG00000012300
ENSMUSG00000015396	ENSHGLG00000012302
ENSMUSG00000015846	ENSHGLG00000012303
ENSMUSG00000033590	ENSHGLG00000012305
ENSMUSG00000032939	ENSHGLG00000012307
ENSMUSG00000028873	ENSHGLG00000012308
ENSMUSG00000051648	ENSHGLG00000012309
ENSMUSG00000071669	ENSHGLG00000012310
ENSMUSG00000000738	ENSHGLG00000012312
ENSMUSG00000037541	ENSHGLG00000012313
ENSMUSG00000035885	ENSHGLG00000012316
ENSMUSG00000044177	ENSHGLG00000012317
ENSMUSG00000031723	ENSHGLG00000012318
ENSMUSG00000054958	ENSHGLG00000012319
ENSMUSG00000026857	ENSHGLG00000012320
ENSMUSG00000035860	ENSHGLG00000012323
ENSMUSG00000000120	ENSHGLG00000012327
ENSMUSG00000042351	ENSHGLG00000012328
ENSMUSG00000030897	ENSHGLG00000012330
ENSMUSG00000026966	ENSHGLG00000012331
ENSMUSG00000099564	ENSHGLG00000012333
ENSMUSG00000033039	ENSHGLG00000012334
ENSMUSG00000020634	ENSHGLG00000012335
ENSMUSG00000001333	ENSHGLG00000012338
ENSMUSG00000025402	ENSHGLG00000012339
ENSMUSG00000023938	ENSHGLG00000012340
ENSMUSG00000037202	ENSHGLG00000012343
ENSMUSG00000042210	ENSHGLG00000012344
ENSMUSG00000032479	ENSHGLG00000012345
ENSMUSG00000039518	ENSHGLG00000012348
ENSMUSG00000006675	ENSHGLG00000012350
ENSMUSG00000048400	ENSHGLG00000012351
ENSMUSG00000090841	ENSHGLG00000012352
ENSMUSG00000058454	ENSHGLG00000012353
ENSMUSG00000053730	ENSHGLG00000012355
ENSMUSG00000003341	ENSHGLG00000012356
ENSMUSG00000021051	ENSHGLG00000012357
ENSMUSG00000046727	ENSHGLG00000012358
ENSMUSG00000044475	ENSHGLG00000012359
ENSMUSG00000068856	ENSHGLG00000012360
ENSMUSG00000025094	ENSHGLG00000012362
ENSMUSG00000026883	ENSHGLG00000012363
ENSMUSG00000027782	ENSHGLG00000012364
ENSMUSG00000029371	ENSHGLG00000012365
ENSMUSG00000021474	ENSHGLG00000012367
ENSMUSG00000026867	ENSHGLG00000012368
ENSMUSG00000066036	ENSHGLG00000012369
ENSMUSG00000038886	ENSHGLG00000012371
ENSMUSG00000024913	ENSHGLG00000012372
ENSMUSG00000020871	ENSHGLG00000012373
ENSMUSG00000051671	ENSHGLG00000012375
ENSMUSG00000043122	ENSHGLG00000012376
ENSMUSG00000025384	ENSHGLG00000012377
ENSMUSG00000052234	ENSHGLG00000012378
ENSMUSG00000066043	ENSHGLG00000012380
ENSMUSG00000005198	ENSHGLG00000012381
ENSMUSG00000030655	ENSHGLG00000012382
ENSMUSG00000026645	ENSHGLG00000012384
ENSMUSG00000024661	ENSHGLG00000012385
ENSMUSG00000035824	ENSHGLG00000012386
ENSMUSG00000017446	ENSHGLG00000012387
ENSMUSG00000049225	ENSHGLG00000012388
ENSMUSG00000018921	ENSHGLG00000012390
ENSMUSG00000026856	ENSHGLG00000012391
ENSMUSG00000079502	ENSHGLG00000012393
ENSMUSG00000021709	ENSHGLG00000012394
ENSMUSG00000006270	ENSHGLG00000012395
ENSMUSG00000044164	ENSHGLG00000012396
ENSMUSG00000090150	ENSHGLG00000012399
ENSMUSG00000000690	ENSHGLG00000012400
ENSMUSG00000057895	ENSHGLG00000012401
ENSMUSG00000026641	ENSHGLG00000012402
ENSMUSG00000031023	ENSHGLG00000012403
ENSMUSG00000040653	ENSHGLG00000012404
ENSMUSG00000045776	ENSHGLG00000012405
ENSMUSG00000028795	ENSHGLG00000012406
ENSMUSG00000066368	ENSHGLG00000012408
ENSMUSG00000050641	ENSHGLG00000012409
ENSMUSG00000015090	ENSHGLG00000012411
ENSMUSG00000032530	ENSHGLG00000012412
ENSMUSG00000001755	ENSHGLG00000012414
ENSMUSG00000036185	ENSHGLG00000012415
ENSMUSG00000007570	ENSHGLG00000012417
ENSMUSG00000037348	ENSHGLG00000012421
ENSMUSG00000024392	ENSHGLG00000012423
ENSMUSG00000001663	ENSHGLG00000012425
ENSMUSG00000079215	ENSHGLG00000012426
ENSMUSG00000015468	ENSHGLG00000012427
ENSMUSG00000046093	ENSHGLG00000012428
ENSMUSG00000039084	ENSHGLG00000012429
ENSMUSG00000027762	ENSHGLG00000012430
ENSMUSG00000049734	ENSHGLG00000012431
ENSMUSG00000046519	ENSHGLG00000012433
ENSMUSG00000028584	ENSHGLG00000012435
ENSMUSG00000028798	ENSHGLG00000012436
ENSMUSG00000002847	ENSHGLG00000012437
ENSMUSG00000025475	ENSHGLG00000012438
ENSMUSG00000042532	ENSHGLG00000012439
ENSMUSG00000000278	ENSHGLG00000012440
ENSMUSG00000020475	ENSHGLG00000012441
ENSMUSG00000037349	ENSHGLG00000012442
ENSMUSG00000069769	ENSHGLG00000012444
ENSMUSG00000042477	ENSHGLG00000012445
ENSMUSG00000021598	ENSHGLG00000012448
ENSMUSG00000039199	ENSHGLG00000012449
ENSMUSG00000025016	ENSHGLG00000012450
ENSMUSG00000037761	ENSHGLG00000012451
ENSMUSG00000039063	ENSHGLG00000012452
ENSMUSG00000021806	ENSHGLG00000012453
ENSMUSG00000020317	ENSHGLG00000012454
ENSMUSG00000020546	ENSHGLG00000012455
ENSMUSG00000039599	ENSHGLG00000012456
ENSMUSG00000066189	ENSHGLG00000012458
ENSMUSG00000027832	ENSHGLG00000012461
ENSMUSG00000001998	ENSHGLG00000012462
ENSMUSG00000024855	ENSHGLG00000012463
ENSMUSG00000034958	ENSHGLG00000012464
ENSMUSG00000038604	ENSHGLG00000012465
ENSMUSG00000001441	ENSHGLG00000012466
ENSMUSG00000052533	ENSHGLG00000012467
ENSMUSG00000056158	ENSHGLG00000012469
ENSMUSG00000038242	ENSHGLG00000012471
ENSMUSG00000032452	ENSHGLG00000012472
ENSMUSG00000019210	ENSHGLG00000012473
ENSMUSG00000037601	ENSHGLG00000012476
ENSMUSG00000023949	ENSHGLG00000012480
ENSMUSG00000080268	ENSHGLG00000012481
ENSMUSG00000027384	ENSHGLG00000012482
ENSMUSG00000018920	ENSHGLG00000012483
ENSMUSG00000035759	ENSHGLG00000012486
ENSMUSG00000066357	ENSHGLG00000012487
ENSMUSG00000021018	ENSHGLG00000012488
ENSMUSG00000026926	ENSHGLG00000012489
ENSMUSG00000040813	ENSHGLG00000012490
ENSMUSG00000028850	ENSHGLG00000012492
ENSMUSG00000001334	ENSHGLG00000012494
ENSMUSG00000035674	ENSHGLG00000012496
ENSMUSG00000023262	ENSHGLG00000012497
ENSMUSG00000027434	ENSHGLG00000012498
ENSMUSG00000061132	ENSHGLG00000012499
ENSMUSG00000028902	ENSHGLG00000012502
ENSMUSG00000002428	ENSHGLG00000012503
ENSMUSG00000057706	ENSHGLG00000012504
ENSMUSG00000039221	ENSHGLG00000012505
ENSMUSG00000031872	ENSHGLG00000012506
ENSMUSG00000026650	ENSHGLG00000012508
ENSMUSG00000040600	ENSHGLG00000012509
ENSMUSG00000042032	ENSHGLG00000012512
ENSMUSG00000051036	ENSHGLG00000012513
ENSMUSG00000057969	ENSHGLG00000012514
ENSMUSG00000027668	ENSHGLG00000012515
ENSMUSG00000046618	ENSHGLG00000012516
ENSMUSG00000031644	ENSHGLG00000012517
ENSMUSG00000090509	ENSHGLG00000012518
ENSMUSG00000030946	ENSHGLG00000012519
ENSMUSG00000045071	ENSHGLG00000012523
ENSMUSG00000038534	ENSHGLG00000012525
ENSMUSG00000034903	ENSHGLG00000012526
ENSMUSG00000027652	ENSHGLG00000012527
ENSMUSG00000001150	ENSHGLG00000012528
ENSMUSG00000041762	ENSHGLG00000012529
ENSMUSG00000028036	ENSHGLG00000012530
ENSMUSG00000053799	ENSHGLG00000012531
ENSMUSG00000039067	ENSHGLG00000012533
ENSMUSG00000032489	ENSHGLG00000012534
ENSMUSG00000059901	ENSHGLG00000012535
ENSMUSG00000047146	ENSHGLG00000012536
ENSMUSG00000028842	ENSHGLG00000012538
ENSMUSG00000021371	ENSHGLG00000012539
ENSMUSG00000038872	ENSHGLG00000012541
ENSMUSG00000038126	ENSHGLG00000012543
ENSMUSG00000001855	ENSHGLG00000012544
ENSMUSG00000032648	ENSHGLG00000012545
ENSMUSG00000039219	ENSHGLG00000012546
ENSMUSG00000019969	ENSHGLG00000012547
ENSMUSG00000041638	ENSHGLG00000012548
ENSMUSG00000037646	ENSHGLG00000012549
ENSMUSG00000006464	ENSHGLG00000012550
ENSMUSG00000022335	ENSHGLG00000012551
ENSMUSG00000026930	ENSHGLG00000012552
ENSMUSG00000036564	ENSHGLG00000012553
ENSMUSG00000020107	ENSHGLG00000012554
ENSMUSG00000056752	ENSHGLG00000012555
ENSMUSG00000015143	ENSHGLG00000012556
ENSMUSG00000038612	ENSHGLG00000012559
ENSMUSG00000049848	ENSHGLG00000012560
ENSMUSG00000053856	ENSHGLG00000012562
ENSMUSG00000027001	ENSHGLG00000012563
ENSMUSG00000028832	ENSHGLG00000012564
ENSMUSG00000078681	ENSHGLG00000012566
ENSMUSG00000029304	ENSHGLG00000012567
ENSMUSG00000055065	ENSHGLG00000012568
ENSMUSG00000055782	ENSHGLG00000012569
ENSMUSG00000040280	ENSHGLG00000012571
ENSMUSG00000020137	ENSHGLG00000012573
ENSMUSG00000035198	ENSHGLG00000012574
ENSMUSG00000026864	ENSHGLG00000012577
ENSMUSG00000032584	ENSHGLG00000012578
ENSMUSG00000040435	ENSHGLG00000012581
ENSMUSG00000032532	ENSHGLG00000012582
ENSMUSG00000042428	ENSHGLG00000012583
ENSMUSG00000033055	ENSHGLG00000012584
ENSMUSG00000060538	ENSHGLG00000012585
ENSMUSG00000020160	ENSHGLG00000012586
ENSMUSG00000015944	ENSHGLG00000012588
ENSMUSG00000006456	ENSHGLG00000012589
ENSMUSG00000040860	ENSHGLG00000012590
ENSMUSG00000039515	ENSHGLG00000012591
ENSMUSG00000038615	ENSHGLG00000012592
ENSMUSG00000046449	ENSHGLG00000012593
ENSMUSG00000001670	ENSHGLG00000012596
ENSMUSG00000031938	ENSHGLG00000012597
ENSMUSG00000028651	ENSHGLG00000012598
ENSMUSG00000027884	ENSHGLG00000012601
ENSMUSG00000005897	ENSHGLG00000012602
ENSMUSG00000060131	ENSHGLG00000012603
ENSMUSG00000037221	ENSHGLG00000012604
ENSMUSG00000056629	ENSHGLG00000012605
ENSMUSG00000034765	ENSHGLG00000012607
ENSMUSG00000036510	ENSHGLG00000012608
ENSMUSG00000024909	ENSHGLG00000012609
ENSMUSG00000029545	ENSHGLG00000012611
ENSMUSG00000039230	ENSHGLG00000012612
ENSMUSG00000073002	ENSHGLG00000012613
ENSMUSG00000047434	ENSHGLG00000012615
ENSMUSG00000044912	ENSHGLG00000012616
ENSMUSG00000010358	ENSHGLG00000012617
ENSMUSG00000036186	ENSHGLG00000012618
ENSMUSG00000037936	ENSHGLG00000012619
ENSMUSG00000049339	ENSHGLG00000012620
ENSMUSG00000032274	ENSHGLG00000012621
ENSMUSG00000032192	ENSHGLG00000012622
ENSMUSG00000022353	ENSHGLG00000012623
ENSMUSG00000029502	ENSHGLG00000012624
ENSMUSG00000030450	ENSHGLG00000012626
ENSMUSG00000033596	ENSHGLG00000012627
ENSMUSG00000025083	ENSHGLG00000012628
ENSMUSG00000007035	ENSHGLG00000012630
ENSMUSG00000034121	ENSHGLG00000012631
ENSMUSG00000024190	ENSHGLG00000012633
ENSMUSG00000020048	ENSHGLG00000012634
ENSMUSG00000053158	ENSHGLG00000012635
ENSMUSG00000052087	ENSHGLG00000012636
ENSMUSG00000025648	ENSHGLG00000012637
ENSMUSG00000014778	ENSHGLG00000012638
ENSMUSG00000027363	ENSHGLG00000012639
ENSMUSG00000028919	ENSHGLG00000012640
ENSMUSG00000066979	ENSHGLG00000012641
ENSMUSG00000028837	ENSHGLG00000012642
ENSMUSG00000032480	ENSHGLG00000012643
ENSMUSG00000022565	ENSHGLG00000012646
ENSMUSG00000007338	ENSHGLG00000012648
ENSMUSG00000041202	ENSHGLG00000012649
ENSMUSG00000020848	ENSHGLG00000012650
ENSMUSG00000030924	ENSHGLG00000012652
ENSMUSG00000037573	ENSHGLG00000012653
ENSMUSG00000096847	ENSHGLG00000012654
ENSMUSG00000029405	ENSHGLG00000012655
ENSMUSG00000026821	ENSHGLG00000012657
ENSMUSG00000053399	ENSHGLG00000012658
ENSMUSG00000020253	ENSHGLG00000012659
ENSMUSG00000010048	ENSHGLG00000012660
ENSMUSG00000022799	ENSHGLG00000012661
ENSMUSG00000070883	ENSHGLG00000012662
ENSMUSG00000045078	ENSHGLG00000012663
ENSMUSG00000045205	ENSHGLG00000012664
ENSMUSG00000056999	ENSHGLG00000012665
ENSMUSG00000066952	ENSHGLG00000012667
ENSMUSG00000051329	ENSHGLG00000012668
ENSMUSG00000039716	ENSHGLG00000012669
ENSMUSG00000037938	ENSHGLG00000012670
ENSMUSG00000021811	ENSHGLG00000012672
ENSMUSG00000022529	ENSHGLG00000012673
ENSMUSG00000025468	ENSHGLG00000012674
ENSMUSG00000019039	ENSHGLG00000012675
ENSMUSG00000027400	ENSHGLG00000012676
ENSMUSG00000038135	ENSHGLG00000012677
ENSMUSG00000038013	ENSHGLG00000012679
ENSMUSG00000028383	ENSHGLG00000012680
ENSMUSG00000068966	ENSHGLG00000012681
ENSMUSG00000033857	ENSHGLG00000012682
ENSMUSG00000066042	ENSHGLG00000012684
ENSMUSG00000059430	ENSHGLG00000012685
ENSMUSG00000042367	ENSHGLG00000012686
ENSMUSG00000079355	ENSHGLG00000012687
ENSMUSG00000023192	ENSHGLG00000012688
ENSMUSG00000038736	ENSHGLG00000012690
ENSMUSG00000004187	ENSHGLG00000012692
ENSMUSG00000040795	ENSHGLG00000012694
ENSMUSG00000026812	ENSHGLG00000012695
ENSMUSG00000038216	ENSHGLG00000012696
ENSMUSG00000070337	ENSHGLG00000012698
ENSMUSG00000021072	ENSHGLG00000012700
ENSMUSG00000061410	ENSHGLG00000012701
ENSMUSG00000029518	ENSHGLG00000012703
ENSMUSG00000048138	ENSHGLG00000012704
ENSMUSG00000059183	ENSHGLG00000012708
ENSMUSG00000038593	ENSHGLG00000012709
ENSMUSG00000034462	ENSHGLG00000012710
ENSMUSG00000037752	ENSHGLG00000012712
ENSMUSG00000068290	ENSHGLG00000012713
ENSMUSG00000056612	ENSHGLG00000012714
ENSMUSG00000026870	ENSHGLG00000012715
ENSMUSG00000027472	ENSHGLG00000012716
ENSMUSG00000024383	ENSHGLG00000012717
ENSMUSG00000022967	ENSHGLG00000012719
ENSMUSG00000010154	ENSHGLG00000012720
ENSMUSG00000028789	ENSHGLG00000012721
ENSMUSG00000042707	ENSHGLG00000012722
ENSMUSG00000035048	ENSHGLG00000012724
ENSMUSG00000022893	ENSHGLG00000012725
ENSMUSG00000025743	ENSHGLG00000012726
ENSMUSG00000005204	ENSHGLG00000012728
ENSMUSG00000039244	ENSHGLG00000012729
ENSMUSG00000046101	ENSHGLG00000012730
ENSMUSG00000035513	ENSHGLG00000012731
ENSMUSG00000019988	ENSHGLG00000012733
ENSMUSG00000028743	ENSHGLG00000012735
ENSMUSG00000059013	ENSHGLG00000012737
ENSMUSG00000015702	ENSHGLG00000012738
ENSMUSG00000039238	ENSHGLG00000012739
ENSMUSG00000024936	ENSHGLG00000012740
ENSMUSG00000039851	ENSHGLG00000012743
ENSMUSG00000022820	ENSHGLG00000012744
ENSMUSG00000036890	ENSHGLG00000012745
ENSMUSG00000047220	ENSHGLG00000012746
ENSMUSG00000050079	ENSHGLG00000012748
ENSMUSG00000032583	ENSHGLG00000012749
ENSMUSG00000027403	ENSHGLG00000012751
ENSMUSG00000060257	ENSHGLG00000012752
ENSMUSG00000045671	ENSHGLG00000012754
ENSMUSG00000020108	ENSHGLG00000012756
ENSMUSG00000025196	ENSHGLG00000012757
ENSMUSG00000022843	ENSHGLG00000012758
ENSMUSG00000023206	ENSHGLG00000012759
ENSMUSG00000040414	ENSHGLG00000012761
ENSMUSG00000041120	ENSHGLG00000012763
ENSMUSG00000031780	ENSHGLG00000012764
ENSMUSG00000027324	ENSHGLG00000012765
ENSMUSG00000022500	ENSHGLG00000012766
ENSMUSG00000024786	ENSHGLG00000012767
ENSMUSG00000021112	ENSHGLG00000012768
ENSMUSG00000028868	ENSHGLG00000012769
ENSMUSG00000025825	ENSHGLG00000012770
ENSMUSG00000036073	ENSHGLG00000012771
ENSMUSG00000036091	ENSHGLG00000012772
ENSMUSG00000001039	ENSHGLG00000012775
ENSMUSG00000007041	ENSHGLG00000012777
ENSMUSG00000017713	ENSHGLG00000012778
ENSMUSG00000039131	ENSHGLG00000012779
ENSMUSG00000023947	ENSHGLG00000012781
ENSMUSG00000054256	ENSHGLG00000012782
ENSMUSG00000043004	ENSHGLG00000012783
ENSMUSG00000002257	ENSHGLG00000012785
ENSMUSG00000033256	ENSHGLG00000012788
ENSMUSG00000038208	ENSHGLG00000012791
ENSMUSG00000036352	ENSHGLG00000012793
ENSMUSG00000009030	ENSHGLG00000012794
ENSMUSG00000039316	ENSHGLG00000012795
ENSMUSG00000049960	ENSHGLG00000012797
ENSMUSG00000042826	ENSHGLG00000012798
ENSMUSG00000027261	ENSHGLG00000012799
ENSMUSG00000026788	ENSHGLG00000012800
ENSMUSG00000006642	ENSHGLG00000012801
ENSMUSG00000037737	ENSHGLG00000012802
ENSMUSG00000056459	ENSHGLG00000012803
ENSMUSG00000006777	ENSHGLG00000012804
ENSMUSG00000038721	ENSHGLG00000012805
ENSMUSG00000034786	ENSHGLG00000012807
ENSMUSG00000042677	ENSHGLG00000012808
ENSMUSG00000000202	ENSHGLG00000012810
ENSMUSG00000090019	ENSHGLG00000012811
ENSMUSG00000020096	ENSHGLG00000012813
ENSMUSG00000059552	ENSHGLG00000012814
ENSMUSG00000034910	ENSHGLG00000012815
ENSMUSG00000014075	ENSHGLG00000012816
ENSMUSG00000055937	ENSHGLG00000012817
ENSMUSG00000054999	ENSHGLG00000012818
ENSMUSG00000030742	ENSHGLG00000012819
ENSMUSG00000070527	ENSHGLG00000012821
ENSMUSG00000045140	ENSHGLG00000012822
ENSMUSG00000053716	ENSHGLG00000012823
ENSMUSG00000049154	ENSHGLG00000012824
ENSMUSG00000030733	ENSHGLG00000012826
ENSMUSG00000031671	ENSHGLG00000012827
ENSMUSG00000024774	ENSHGLG00000012828
ENSMUSG00000034881	ENSHGLG00000012829
ENSMUSG00000070283	ENSHGLG00000012830
ENSMUSG00000031896	ENSHGLG00000012832
ENSMUSG00000039356	ENSHGLG00000012834
ENSMUSG00000020074	ENSHGLG00000012835
ENSMUSG00000086545	ENSHGLG00000012836
ENSMUSG00000024081	ENSHGLG00000012838
ENSMUSG00000056820	ENSHGLG00000012839
ENSMUSG00000050234	ENSHGLG00000012840
ENSMUSG00000043969	ENSHGLG00000012841
ENSMUSG00000024787	ENSHGLG00000012842
ENSMUSG00000070737	ENSHGLG00000012843
ENSMUSG00000027690	ENSHGLG00000012845
ENSMUSG00000027833	ENSHGLG00000012846
ENSMUSG00000038540	ENSHGLG00000012847
ENSMUSG00000030530	ENSHGLG00000012848
ENSMUSG00000032512	ENSHGLG00000012849
ENSMUSG00000024792	ENSHGLG00000012850
ENSMUSG00000070336	ENSHGLG00000012852
ENSMUSG00000030699	ENSHGLG00000012853
ENSMUSG00000035004	ENSHGLG00000012854
ENSMUSG00000028910	ENSHGLG00000012855
ENSMUSG00000033624	ENSHGLG00000012857
ENSMUSG00000042372	ENSHGLG00000012858
ENSMUSG00000016552	ENSHGLG00000012859
ENSMUSG00000025232	ENSHGLG00000012860
ENSMUSG00000020814	ENSHGLG00000012861
ENSMUSG00000030087	ENSHGLG00000012862
ENSMUSG00000026090	ENSHGLG00000012863
ENSMUSG00000047810	ENSHGLG00000012864
ENSMUSG00000001627	ENSHGLG00000012865
ENSMUSG00000073988	ENSHGLG00000012866
ENSMUSG00000024299	ENSHGLG00000012867
ENSMUSG00000031730	ENSHGLG00000012868
ENSMUSG00000063972	ENSHGLG00000012869
ENSMUSG00000033177	ENSHGLG00000012870
ENSMUSG00000039990	ENSHGLG00000012871
ENSMUSG00000025328	ENSHGLG00000012873
ENSMUSG00000042787	ENSHGLG00000012874
ENSMUSG00000020914	ENSHGLG00000012875
ENSMUSG00000063558	ENSHGLG00000012876
ENSMUSG00000041361	ENSHGLG00000012877
ENSMUSG00000030720	ENSHGLG00000012878
ENSMUSG00000040061	ENSHGLG00000012879
ENSMUSG00000037509	ENSHGLG00000012881
ENSMUSG00000038290	ENSHGLG00000012882
ENSMUSG00000044791	ENSHGLG00000012883
ENSMUSG00000028150	ENSHGLG00000012884
ENSMUSG00000030782	ENSHGLG00000012885
ENSMUSG00000038838	ENSHGLG00000012886
ENSMUSG00000055540	ENSHGLG00000012887
ENSMUSG00000028862	ENSHGLG00000012888
ENSMUSG00000026965	ENSHGLG00000012889
ENSMUSG00000090206	ENSHGLG00000012890
ENSMUSG00000031666	ENSHGLG00000012893
ENSMUSG00000029470	ENSHGLG00000012894
ENSMUSG00000020792	ENSHGLG00000012895
ENSMUSG00000024393	ENSHGLG00000012897
ENSMUSG00000026837	ENSHGLG00000012898
ENSMUSG00000028488	ENSHGLG00000012899
ENSMUSG00000036622	ENSHGLG00000012900
ENSMUSG00000038437	ENSHGLG00000012901
ENSMUSG00000039844	ENSHGLG00000012902
ENSMUSG00000032536	ENSHGLG00000012903
ENSMUSG00000001507	ENSHGLG00000012904
ENSMUSG00000042010	ENSHGLG00000012905
ENSMUSG00000038909	ENSHGLG00000012906
ENSMUSG00000033565	ENSHGLG00000012907
ENSMUSG00000030513	ENSHGLG00000012908
ENSMUSG00000011658	ENSHGLG00000012909
ENSMUSG00000059474	ENSHGLG00000012910
ENSMUSG00000027763	ENSHGLG00000012911
ENSMUSG00000047454	ENSHGLG00000012912
ENSMUSG00000040712	ENSHGLG00000012913
ENSMUSG00000028524	ENSHGLG00000012915
ENSMUSG00000028649	ENSHGLG00000012916
ENSMUSG00000004113	ENSHGLG00000012917
ENSMUSG00000026825	ENSHGLG00000012918
ENSMUSG00000031732	ENSHGLG00000012919
ENSMUSG00000024136	ENSHGLG00000012921
ENSMUSG00000020921	ENSHGLG00000012922
ENSMUSG00000024957	ENSHGLG00000012923
ENSMUSG00000049401	ENSHGLG00000012924
ENSMUSG00000031749	ENSHGLG00000012926
ENSMUSG00000070366	ENSHGLG00000012927
ENSMUSG00000037188	ENSHGLG00000012928
ENSMUSG00000028901	ENSHGLG00000012929
ENSMUSG00000028841	ENSHGLG00000012930
ENSMUSG00000025002	ENSHGLG00000012931
ENSMUSG00000028776	ENSHGLG00000012932
ENSMUSG00000035778	ENSHGLG00000012933
ENSMUSG00000032534	ENSHGLG00000012934
ENSMUSG00000034206	ENSHGLG00000012935
